time,"# warm-ups since codes cleared ()","Altitude (GPS) (feet)","Average speed (GPS) (mph)","Engine coolant temperature (℉)","Engine RPM (rpm)","Engine RPM x1000 (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Intake air temperature (℉)","Long term fuel % trim - Bank 1 (%)","Long term fuel % trim - Bank 2 (%)","OBD Module Voltage (V)","Oxygen sensor 2 Bank 2 Voltage (V)","Relative throttle position (%)","Short term fuel % trim - Bank 1 (%)","Speed (GPS) (mph)","Throttle position (%)","Timing advance (°)",Latitude,Longtitude,
20:47:35.569,,,,77,,,,,,,,,,,,,,33.74749083540751,-117.13102078076184,
20:47:35.879,,,,,,,,,,6.25,,,,,,,,33.74749083540751,-117.13102078076184,
20:47:35.930,,,,,,,,,,,14,,,,,,,33.74749083540751,-117.13102078076184,
20:47:36.224,,,,,,,,,,6.25,,,,,,,,33.74749083540751,-117.13102078076184,
20:47:36.275,,,,,,,,,,,14,,,,,,,33.74749083540751,-117.13102078076184,
20:47:36.418,,,,77,,,,,,,,,,,,,,33.74749083540751,-117.13102078076184,
20:47:36.718,,,,,,,,,,6.25,,,,,,,,33.74749083540751,-117.13102078076184,
20:47:36.772,,,,,,,,,,,14.1,,,,,,,33.74749083540751,-117.13102078076184,
20:47:37.079,,,,,,,,,,6.25,,,,,,,,33.74749083540751,-117.13102078076184,
20:47:37.131,,,,,,,,,,,14.1,,,,,,,33.74749083540751,-117.13102078076184,
20:47:37.291,,,,77,,,,,,,,,,,,,,33.74749083540751,-117.13102078076184,
20:47:37.588,,,,,,,,,,6.25,,,,,,,,33.74749083540751,-117.13102078076184,
20:47:37.651,,,,,,,,,,,14,,,,,,,33.74749083540751,-117.13102078076184,
20:47:37.964,,,,,,,,,,6.25,,,,,,,,33.74749083540751,-117.13102078076184,
20:47:38.015,,,,,,,,,,,14.1,,,,,,,33.74749083540751,-117.13102078076184,
20:47:38.158,,,,78.80000000000001,,,,,,,,,,,,,,33.74749083540751,-117.13102078076184,
20:47:38.459,,,,,,,,,,6.25,,,,,,,,33.74749083540751,-117.13102078076184,
20:47:38.560,,,,,,,,,,,14.2,,,,,,,33.74749083540751,-117.13102078076184,
20:47:38.888,,,,,,,,,,6.25,,,,,,,,33.74749083540751,-117.13102078076184,
20:47:38.944,,,,,,,,,,,14.2,,,,,,,33.74749083540751,-117.13102078076184,
20:47:39.099,,,,78.80000000000001,,,,,,,,,,,,,,33.74749083540751,-117.13102078076184,
20:47:39.418,,,,,,,,,,6.25,,,,,,,,33.74749083540751,-117.13102078076184,
20:47:39.480,,,,,,,,,,,14.1,,,,,,,33.74749083540751,-117.13102078076184,
20:47:39.787,,,,,,,,,,6.25,,,,,,,,33.74749083540751,-117.13102078076184,
20:47:39.845,,,,,,,,,,,14.1,,,,,,,33.74749083540751,-117.13102078076184,
20:47:39.998,,,,78.80000000000001,,,,,,,,,,,,,,33.74749083540751,-117.13102078076184,
20:47:40.318,,,,,,,,,,6.25,,,,,,,,33.74749083540751,-117.13102078076184,
20:47:40.371,,,,,,,,,,,14.2,,,,,,,33.74749083540751,-117.13102078076184,
20:47:40.698,,,,,,,,,,6.25,,,,,,,,33.74749083540751,-117.13102078076184,
20:47:40.763,,,,,,,,,,,14.2,,,,,,,33.74749083540751,-117.13102078076184,
20:47:40.927,,,,78.80000000000001,,,,,,,,,,,,,,33.74749083540751,-117.13102078076184,
20:47:41.257,,,,,,,,,,6.25,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:41.315,,,,,,,,,,,14.2,,,,,,,33.7477547023112,-117.13113505687605,
20:47:41.610,,,,,,,,,,6.25,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:41.662,,,,,,,,,,,14.2,,,,,,,33.7477547023112,-117.13113505687605,
20:47:41.819,,,,78.80000000000001,,,,,,,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:42.118,,,,,,,,,,6.25,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:42.172,,,,,,,,,,,14.2,,,,,,,33.7477547023112,-117.13113505687605,
20:47:42.478,,,,,,,,,,6.25,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:42.531,,,,,,,,,,,14.3,,,,,,,33.7477547023112,-117.13113505687605,
20:47:42.689,,,,78.80000000000001,,,,,,,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:42.989,,,,,,,,,,6.25,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:43.042,,,,,,,,,,,14.2,,,,,,,33.7477547023112,-117.13113505687605,
20:47:43.384,,,,,,,,,,6.25,,,,,,,,33.74749976054397,-117.1310280401102,
20:47:43.430,,,,,,,,,,,14.3,,,,,,,33.74749976054397,-117.1310280401102,
20:47:43.575,,,,80.6,,,,,,,,,,,,,,33.74749976054397,-117.1310280401102,
20:47:43.889,,,,,,,,,,6.25,,,,,,,,33.74749976054397,-117.1310280401102,
20:47:43.941,,,,,,,,,,,14.2,,,,,,,33.74749976054397,-117.1310280401102,
20:47:44.248,,,,,,,,,,6.25,,,,,,,,33.74749976048001,-117.13102804005818,
20:47:44.302,,,,,,,,,,,14.2,,,,,,,33.74749976048001,-117.13102804005818,
20:47:44.460,,,,80.6,,,,,,,,,,,,,,33.74749976048001,-117.13102804005818,
20:47:44.791,,,,,,,,,,6.25,,,,,,,,33.74749976048001,-117.13102804005818,
20:47:44.842,,,,,,,,,,,14.2,,,,,,,33.74749976048001,-117.13102804005818,
20:47:45.156,,,,,,,,,,6.25,,,,,,,,33.74749976048001,-117.13102804005818,
20:47:45.223,,,,,,,,,,,14.2,,,,,,,33.74749976048001,-117.13102804005818,
20:47:45.394,,,,80.6,,,,,,,,,,,,,,33.74749976048001,-117.13102804005818,
20:47:45.797,,,,,,,,,,6.25,,,,,,,,33.74749976048001,-117.13102804005818,
20:47:45.868,,,,,,,,,,,14.2,,,,,,,33.74749976048001,-117.13102804005818,
20:47:46.187,,,,,,,,,,6.25,,,,,,,,33.74749976048001,-117.13102804005818,
20:47:46.236,,,,,,,,,,,14.2,,,,,,,33.74749976048001,-117.13102804005818,
20:47:46.386,,,,82.4,,,,,,,,,,,,,,33.74749976048001,-117.13102804005818,
20:47:46.704,,,,,,,,,,6.25,,,,,,,,33.74749976048001,-117.13102804005818,
20:47:46.764,,,,,,,,,,,14.2,,,,,,,33.74749976048001,-117.13102804005818,
20:47:47.072,,,,,,,,,,6.25,,,,,,,,33.74749976048001,-117.13102804005818,
20:47:47.121,,,,,,,,,,,14.3,,,,,,,33.74749976048001,-117.13102804005818,
20:47:47.271,,,,82.4,,,,,,,,,,,,,,33.74749976048001,-117.13102804005818,
20:47:47.567,,,,,,,,,,6.25,,,,,,,,33.74749976048001,-117.13102804005818,
20:47:47.616,,,,,,,,,,,14.2,,,,,,,33.747709499751494,-117.13119237423953,
20:47:47.930,,,,,,,,,,6.25,,,,,,,,33.747709499751494,-117.13119237423953,
20:47:47.976,,,,,,,,,,,14.3,,,,,,,33.747709499751494,-117.13119237423953,
20:47:48.142,,,,82.4,,,,,,,,,,,,,,33.747709499751494,-117.13119237423953,
20:47:48.463,,,,,,,,,,6.25,,,,,,,,33.747709499751494,-117.13119237423953,
20:47:48.517,,,,,,,,,,,14.3,,,,,,,33.747709499751494,-117.13119237423953,
20:47:48.834,,,,,,,,,,6.25,,,,,,,,33.747709499751494,-117.13119237423953,
20:47:48.895,,,,,,,,,,,14.2,,,,,,,33.747709499751494,-117.13119237423953,
20:47:49.048,,,,82.4,,,,,,,,,,,,,,33.747709499751494,-117.13119237423953,
20:47:49.349,,,,,,,,,,6.25,,,,,,,,33.747709499751494,-117.13119237423953,
20:47:49.401,,,,,,,,,,,14.2,,,,,,,33.747709499751494,-117.13119237423953,
20:47:49.695,,,,,,,,,,6.25,,,,,,,,33.747709499751494,-117.13119237423953,
20:47:49.747,,,,,,,,,,,14.2,,,,,,,33.747709499751494,-117.13119237423953,
20:47:49.907,,,,82.4,,,,,,,,,,,,,,33.747709499751494,-117.13119237423953,
20:47:50.211,,,,,,,,,,6.25,,,,,,,,33.747709499751494,-117.13119237423953,
20:47:50.271,,,,,,,,,,,14.3,,,,,,,33.747709499751494,-117.13119237423953,
20:47:50.569,,,,,,,,,,6.25,,,,,,,,33.747709499751494,-117.13119237423953,
20:47:50.617,,,,,,,,,,,14.2,,,,,,,33.747709471476306,-117.13119235511803,
20:47:50.776,,,,82.4,,,,,,,,,,,,,,33.747709471476306,-117.13119235511803,
20:47:51.080,,,,,,,,,,6.25,,,,,,,,33.747709471476306,-117.13119235511803,
20:47:51.142,,,,,,,,,,,14.2,,,,,,,33.747709471476306,-117.13119235511803,
20:47:51.458,,,,,,,,,,6.25,,,,,,,,33.747709471476306,-117.13119235511803,
20:47:51.515,,,,,,,,,,,14.2,,,,,,,33.747709471476306,-117.13119235511803,
20:47:51.663,,,,84.2,,,,,,,,,,,,,,33.747709471476306,-117.13119235511803,
20:47:51.961,,,,,,,,,,6.25,,,,,,,,33.747709471476306,-117.13119235511803,
20:47:52.010,,,,,,,,,,,14.2,,,,,,,33.747709471476306,-117.13119235511803,
20:47:52.306,,,,,,,,,,6.25,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:52.355,,,,,,,,,,,14.3,,,,,,,33.7477547023112,-117.13113505687605,
20:47:52.500,,,,84.2,,,,,,,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:52.804,,,,,,,,,,6.25,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:52.851,,,,,,,,,,,14.3,,,,,,,33.7477547023112,-117.13113505687605,
20:47:53.177,,,,,,,,,,6.25,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:53.242,,,,,,,,,,,14.2,,,,,,,33.7477547023112,-117.13113505687605,
20:47:53.401,,,,84.2,,,,,,,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:53.701,,,,,,,,,,6.25,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:53.751,,,,,,,,,,,14.3,,,,,,,33.7477547023112,-117.13113505687605,
20:47:54.061,,,,,,,,,,6.25,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:54.119,,,,,,,,,,,14.2,,,,,,,33.7477547023112,-117.13113505687605,
20:47:54.271,,,,84.2,,,,,,,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:54.572,,,,,,,,,,6.25,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:54.622,,,,,,,,,,,14.3,,,,,,,33.7477547023112,-117.13113505687605,
20:47:54.934,,,,,,,,,,6.25,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:54.982,,,,,,,,,,,14.3,,,,,,,33.7477547023112,-117.13113505687605,
20:47:55.138,,,,86,,,,,,,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:55.441,,,,,,,,,,6.25,,,,,,,,33.747589906234786,-117.13109971262402,
20:47:55.491,,,,,,,,,,,14.2,,,,,,,33.747589906234786,-117.13109971262402,
20:47:55.802,,,,,,,,,,6.25,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:55.851,,,,,,,,,,,14.2,,,,,,,33.7477547023112,-117.13113505687605,
20:47:56.015,,,,86,,,,,,,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:56.315,,,,,,,,,,6.25,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:56.361,,,,,,,,,,,14.3,,,,,,,33.7477547023112,-117.13113505687605,
20:47:56.677,,,,,,,,,,6.25,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:56.737,,,,,,,,,,,14.3,,,,,,,33.7477547023112,-117.13113505687605,
20:47:56.919,,,,86,,,,,,,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:57.260,,,,,,,,,,6.25,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:57.309,,,,,,,,,,,14.2,,,,,,,33.7477547023112,-117.13113505687605,
20:47:57.614,,,,,,,,,,6.25,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:57.668,,,,,,,,,,,14.2,,,,,,,33.7477547023112,-117.13113505687605,
20:47:57.827,,,,86,,,,,,,,,,,,,,33.7477547023112,-117.13113505687605,
20:47:58.119,,1580.5160973158263,,,,,,,,,,,,,0.9618826215832081,,,33.74749125450267,-117.13101499724866,
20:47:58.127,,,,,,,,,,6.25,,,,,,,,33.74749125450267,-117.13101499724866,
20:47:58.177,,,,,,,,,,,14.3,,,,,,,33.74749125450267,-117.13101499724866,
20:47:58.488,,,,,,,,,,6.25,,,,,,,,33.74749125450267,-117.13101499724866,
20:47:58.538,,,,,,,,,,,14.2,,,,,,,33.74749125450267,-117.13101499724866,
20:47:58.696,,,,86,,,,,,,,,,,,,,33.74749125450267,-117.13101499724866,
20:47:58.997,,,,,,,,,,6.25,,,,,,,,33.74749125450267,-117.13101499724866,
20:47:59.047,,,,,,,,,,,14.2,,,,,,,33.74749125450267,-117.13101499724866,
20:47:59.319,,1576.1156786756897,0,,,,,,,,,,,,0,,,33.74748982957913,-117.13101365614415,
20:47:59.362,,,,,,,,,,6.25,,,,,,,,33.74748982957913,-117.13101365614415,
20:47:59.418,,,,,,,,,,,14.2,,,,,,,33.74748982957913,-117.13101365614415,
20:47:59.567,,,,86,,,,,,,,,,,,,,33.74748982957913,-117.13101365614415,
20:47:59.886,,,,,,,,,,6.25,,,,,,,,33.747499393923164,-117.13102455049658,
20:47:59.945,,,,,,,,,,,14.2,,,,,,,33.747499393923164,-117.13102455049658,
20:48:00.248,,,,,,,,,,6.25,,,,,,,,33.74749418816878,-117.13101348850608,
20:48:00.305,,,,,,,,,,,14.3,,,,,,,33.74749418816878,-117.13101348850608,
20:48:00.456,,,,87.80000000000001,,,,,,,,,,,,,,33.74749418816878,-117.13101348850608,
20:48:00.782,,,,,,,,,,6.25,,,,,,,,33.74749418816878,-117.13101348850608,
20:48:00.832,,,,,,,,,,,14.3,,,,,,,33.74749418816878,-117.13101348850608,
20:48:01.147,,,,,,,,,,6.25,,,,,,,,33.74749418816878,-117.13101348850608,
20:48:01.206,,,,,,,,,,,14.3,,,,,,,33.747496157916025,-117.13101365614415,
20:48:01.374,,,,87.80000000000001,,,,,,,,,,,,,,33.747496157916025,-117.13101365614415,
20:48:01.686,,,,,,,,,,6.25,,,,,,,,33.747496157916025,-117.13101365614415,
20:48:01.745,,,,,,,,,,,14.2,,,,,,,33.747496157916025,-117.13101365614415,
20:48:02.058,,,,,,,,,,6.25,,,,,,,,33.747496157916025,-117.13101365614415,
20:48:02.124,,,,,,,,,,,14.3,,,,,,,33.747496157916025,-117.13101365614415,
20:48:02.286,,,,87.80000000000001,,,,,,,,,,,,,,33.74749674464925,-117.1310145781535,
20:48:02.613,,,,,,,,,,6.25,,,,,,,,33.74749674464925,-117.1310145781535,
20:48:02.670,,,,,,,,,,,14.2,,,,,,,33.74749674464925,-117.1310145781535,
20:48:02.983,,,,,,,,,,6.25,,,,,,,,33.747496922279815,-117.1310148487665,
20:48:03.043,,,,,,,,,,,14.2,,,,,,,33.747496922279815,-117.1310148487665,
20:48:03.199,,,,87.80000000000001,,,,,,,,,,,,,,33.7474974152015,-117.13101625453413,
20:48:03.495,,,,,,,,,,6.25,,,,,,,,33.7474974152015,-117.13101625453413,
20:48:03.548,,,,,,,,,,,14.2,,,,,,,33.7474974152015,-117.13101625453413,
20:48:03.881,,,,,,,,,,6.25,,,,,,,,33.7474974152015,-117.13101625453413,
20:48:03.937,,,,,,,,,,,14.2,,,,,,,33.7474974152015,-117.13101625453413,
20:48:04.098,,,,87.80000000000001,,,,,,,,,,,,,,33.7474974152015,-117.13101625453413,
20:48:04.417,,,,,,,,,,6.25,,,,,,,,33.747497666658596,-117.13101575161994,
20:48:04.475,,,,,,,,,,,14.3,,,,,,,33.747497666658596,-117.13101575161994,
20:48:04.792,,,,,,,,,,6.25,,,,,,,,33.747497666658596,-117.13101575161994,
20:48:04.852,,,,,,,,,,,14.3,,,,,,,33.747497666658596,-117.13101575161994,
20:48:05.005,,,,87.80000000000001,,,,,,,,,,,,,,33.747497666658596,-117.13101575161994,
20:48:05.314,,,,,,,,,,6.25,,,,,,,,33.747497666658596,-117.13101575161994,
20:48:05.364,,,,,,,,,,,14.2,,,,,,,33.747497666658596,-117.13101575161994,
20:48:05.668,,,,,,,,,,6.25,,,,,,,,33.747499091582135,-117.13101390760124,
20:48:05.717,,,,,,,,,,,14.2,,,,,,,33.747499091582135,-117.13101390760124,
20:48:05.870,,,,89.6,,,,,,,,,,,,,,33.747499091582135,-117.13101390760124,
20:48:06.204,,,,89.6,,,,,,,,,,,,,,33.74749972022487,-117.13101214740158,
20:48:06.528,,,,,,,,,,6.25,,,,,,,,33.74749972022487,-117.13101214740158,
20:48:06.673,,,,,,,,,,,,,,,,19.607843137254903,,33.74749972022487,-117.13101214740158,
20:48:06.978,,,,,,,,,,6.25,,,,,,,,33.74749972022487,-117.13101214740158,
20:48:07.127,,,,,,,,,,,,,,,,19.607843137254903,,33.74749972022487,-117.13101214740158,
20:48:07.273,,,,89.6,,,,,,,,,,,,,,33.74750039077713,-117.13101122539223,
20:48:07.607,,,,,,,,,,6.25,,,,,,,,33.74750039077713,-117.13101122539223,
20:48:07.758,,,,,,,,,,,,,,,,19.607843137254903,,33.74750039077713,-117.13101122539223,
20:48:08.061,,,,,,,,,,6.25,,,,,,,,33.74750039077713,-117.13101122539223,
20:48:08.222,,,,,,,,,,,,,,,,19.607843137254903,,33.74750039077713,-117.13101122539223,
20:48:08.372,,,,89.6,,,,,,,,,,,,,,33.74750039077713,-117.13101122539223,
20:48:08.671,,,,,,,,,,6.25,,,,,,,,33.74750039077713,-117.13101122539223,
20:48:08.820,,,,,,,,,,,,,,,,19.607843137254903,,33.74750039077713,-117.13101122539223,
20:48:09.118,,,,,,,,,,6.25,,,,,,,,33.74750185761018,-117.13101214740158,
20:48:09.277,,,,,,,,,,,,,,,,19.607843137254903,,33.747502444343404,-117.13101315322996,
20:48:09.443,,,,91.4,,,,,,,,,,,,,,33.747502444343404,-117.13101315322996,
20:48:09.602,,,,,,,,,,,,,,0,,,,33.747502444343404,-117.13101315322996,
